DiseaseName,DiseaseID,Sourse
Alzheimer Disease 16,MESH:C567463,CTD
Alzheimer Disease 5,MESH:C566578,CTD
Alzheimer Disease 6,MESH:C565325,CTD
Alzheimer Disease 7,MESH:C565251,CTD
Alzheimer Disease 8,MESH:C564622,CTD
Alzheimer Disease 9,MESH:C563834,CTD
"Alzheimer Disease, Early-Onset, With Cerebral Amyloid Angiopathy",MESH:C566299,CTD
"Alzheimer Disease, Familial, 1",MESH:C566298,CTD
"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,CTD
"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques",MESH:C564329,CTD
"Alzheimer Disease, Familial Early-Onset, With Coexisting Amyloid And Prion Pathology",MESH:C565728,CTD
"Alzheimer disease, familial, type 3",MESH:C536598,CTD
Alzheimer disease type 1,MESH:C536594,CTD
Alzheimer disease type 2,MESH:C536595,CTD
Alzheimer disease type 4,MESH:C536596,CTD
Alzheimer's disease without Neurofibrillary tangles,MESH:C536599,CTD
Amastia,MESH:C562989,CTD
"Amastia, Bilateral, With Ureteral Triplication And Dysmorphism",MESH:C566295,CTD
"Amaurosis congenita of Leber, type 1",MESH:C536600,CTD
"Amaurosis congenita of Leber, type 2",MESH:C536601,CTD
"Amaurosis congenita of Leber, type 5",MESH:C536602,CTD
"Amaurosis congenita of Leber, type 9",MESH:C536603,CTD
Amaurosis Fugax,MESH:D020757,CTD
Amaurosis hypertrichosis,MESH:C536604,CTD
Amblyopia,MESH:D000550,CTD
Ambras syndrome,MESH:C536605,CTD
Amebiasis,MESH:D000562,CTD
Amelia and Terminal Transverse Hemimelia,MESH:C566294,CTD
"Amelia, Autosomal Recessive",MESH:C563338,CTD
Ameloblastoma,MESH:D000564,CTD
Amelogenesis Imperfecta,MESH:D000567,CTD
Amelogenesis Imperfecta hypomaturation type,MESH:C536606,CTD
"Amelogenesis Imperfecta, Hypomaturation Type, Iia1",MESH:C567146,CTD
"Amelogenesis Imperfecta, Hypomaturation Type, Iia2",MESH:C567279,CTD
"Amelogenesis Imperfecta, Hypomaturation Type, Iia3",MESH:C567706,CTD
"Amelogenesis Imperfecta, Hypomaturation Type, with Snow-Capped Teeth",MESH:C564463,CTD
"Amelogenesis imperfecta, hypoplastic-hypomaturation, X-linked 1",MESH:C538243,CTD
"AMELOGENESIS IMPERFECTA, HYPOPLASTIC/HYPOMATURATION, X-LINKED 2",OMIM:301201,CTD
Amelogenesis imperfecta local hypoplastic form,MESH:C538240,CTD
Amelogenesis imperfecta nephrocalcinosis,MESH:C538241,CTD
Amelogenesis imperfecta pigmented hypomaturation type,MESH:C538242,CTD
"Amelogenesis Imperfecta, Type IB",MESH:C562879,CTD
"Amelogenesis Imperfecta, Type Ic",MESH:C567147,CTD
"Amelogenesis Imperfecta, Type III",MESH:C562880,CTD
"Amelogenesis Imperfecta, Type IV",MESH:C566293,CTD
Ameloonychohypohidrotic syndrome,MESH:C538245,CTD
Amenorrhea,MESH:D000568,CTD
"Amino Acid Metabolism, Inborn Errors",MESH:D000592,CTD
"Amino Acid Transport Disorders, Inborn",MESH:D020157,CTD
"Amino Aciduria with Mental Deficiency, Dwarfism, Muscular Dystrophy, Osteoporosis, and Acidosis",MESH:C565960,CTD
Aminoacylase 1 deficiency,MESH:C538246,CTD
Amish Infantile Epilepsy Syndrome,MESH:C563799,CTD
Amish lethal microcephaly,MESH:C538247,CTD
Amnesia,MESH:D000647,CTD
"Amnesia, Anterograde",MESH:D020324,CTD
"Amnesia, Retrograde",MESH:D000648,CTD
"Amnesia, Transient Global",MESH:D020236,CTD
Amniotic Band Sequence,MESH:C531614,CTD
Amniotic Band Syndrome,MESH:D000652,CTD
"Amobarbital, Deficient N-Hydroxylation of",MESH:C565959,CTD
Amoebiasis due to Entamoeba histolytica,MESH:C531613,CTD
Amoebic dysentery due to Entamoeba histolytica,MESH:C539067,CTD
Amphetamine-Related Disorders,MESH:D019969,CTD
"Amputation, Congenital",MESH:C565682,CTD
"Amputation, Traumatic",MESH:D000673,CTD
Amyloid angiopathy,MESH:C538248,CTD
Amyloid Neuropathies,MESH:D017772,CTD
"Amyloid Neuropathies, Familial",MESH:D028227,CTD
"Amyloid Neuropathies, Primary (nonfamilial)",MESH:C531615,CTD
Amyloidosis,MESH:D000686,CTD
"Amyloidosis, Cerebral, with Spongiform Encephalopathy",MESH:C535800,CTD
"Amyloidosis, Cutaneous Bullous",MESH:C562644,CTD
"Amyloidosis, Familial",MESH:D028226,CTD
"Amyloidosis, familial visceral",MESH:C538249,CTD
"Amyloidosis, Hereditary, Transthyretin-Related",MESH:C567782,CTD
Amyloidosis IX,MESH:C562643,CTD
"Amyloidosis of Gingiva and Conjunctiva, with Mental Retardation",MESH:C565958,CTD
"Amyloidosis, Primary Cutaneous",MESH:C562642,CTD
Amyopathic dermatomyositis,MESH:C538250,CTD
Amyotrophic Dystonic Paraplegia,MESH:C566292,CTD
Amyotrophic Lateral Sclerosis,MESH:D000690,CTD
Amyotrophic lateral sclerosis 1,MESH:C531617,CTD
Amyotrophic Lateral Sclerosis 10,MESH:C567429,CTD
Amyotrophic Lateral Sclerosis 11,MESH:C567244,CTD
AMYOTROPHIC LATERAL SCLEROSIS 12,OMIM:613435,CTD
"Amyotrophic Lateral Sclerosis 2, Juvenile",MESH:C565957,CTD
Amyotrophic Lateral Sclerosis 3,MESH:C564688,CTD
"Amyotrophic Lateral Sclerosis 4, Juvenile",MESH:C566550,CTD
Amyotrophic Lateral Sclerosis 5,MESH:C566576,CTD
"Amyotrophic Lateral Sclerosis 6, Autosomal Recessive",MESH:C567699,CTD
Amyotrophic Lateral Sclerosis 7,MESH:C564300,CTD
Amyotrophic Lateral Sclerosis 8,MESH:C563895,CTD
Amyotrophic Lateral Sclerosis 9,MESH:C567499,CTD
"Amyotrophic Lateral Sclerosis, Autosomal Recessive",MESH:C566290,CTD
"Amyotrophic Lateral Sclerosis, Chmp2B-Related",MESH:C563708,CTD
"Amyotrophic Lateral Sclerosis, Juvenile, with Dementia",MESH:C565956,CTD
AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1,OMIM:105500,CTD
"Amyotrophic lateral sclerosis, type 6",MESH:C538251,CTD
Amyotrophic Lateral Sclerosis With Polyglucosan Bodies,MESH:C565955,CTD
"Amyotrophy, monomelic",MESH:C538253,CTD
"Anal Atresia, Hypospadias, and Penoscrotal Inversion",MESH:C566526,CTD
Anal Canal Carcinoma,MESH:C563020,CTD
Anal Gland Neoplasms,MESH:D000694,CTD
Anal sphincter dysplasia,MESH:C538254,CTD
"Anal Sphincter Myopathy, Internal",MESH:C566287,CTD
Anaphylaxis,MESH:D000707,CTD
Anaplasia,MESH:D000708,CTD
Anaplasmataceae Infections,MESH:D000711,CTD
Anaplasmosis,MESH:D000712,CTD
Anaplastic small cell lymphoma,MESH:C538255,CTD
Anastomotic Leak,MESH:D057868,CTD
Anauxetic dysplasia,MESH:C538256,CTD
Ancylostoma duodenale infection,MESH:C538433,CTD
Ancylostomiasis,MESH:D000724,CTD
Andersen Syndrome,MESH:D050030,CTD
Androblastoma of ovary,MESH:C537588,CTD
Androgen-Insensitivity Syndrome,MESH:D013734,CTD
Androgen Insensitivity Syndrome due to Coactivator Deficiency,MESH:C564545,CTD
Anemia,MESH:D000740,CTD
"Anemia, Aplastic",MESH:D000741,CTD
"Anemia, Congenital Hypoplastic, with Multiple Congenital Anomalies-Mental Retardation Syndrome",MESH:C565796,CTD
"Anemia, Diamond-Blackfan",MESH:D029503,CTD
"Anemia, Diamond-Blackfan, 2",MESH:C536130,CTD
"Anemia, Diamond-Blackfan, 3",MESH:C536355,CTD
"Anemia, Dyserythropoietic, Congenital",MESH:D000742,CTD
"Anemia, Hemolytic",MESH:D000743,CTD
"Anemia, Hemolytic, Autoimmune",MESH:D000744,CTD
"Anemia, Hemolytic, Congenital",MESH:D000745,CTD
"Anemia, Hemolytic, Congenital Nonspherocytic",MESH:D000746,CTD
"Anemia, hereditary spherocytic hemolytic",MESH:C536356,CTD
"Anemia, Hypochromic",MESH:D000747,CTD
"Anemia, hypochromic microcytic",MESH:C536357,CTD
"Anemia, Hypochromic Microcytic, With Iron Overload",MESH:C567144,CTD
"Anemia, Hypoplastic, Congenital",MESH:D029502,CTD
"Anemia, Iron-Deficiency",MESH:D018798,CTD
"Anemia, Macrocytic",MESH:D000748,CTD
"Anemia, Megaloblastic",MESH:D000749,CTD
"Anemia, Myelophthisic",MESH:D000750,CTD
"Anemia, Neonatal",MESH:D000751,CTD
"Anemia, Nonspherocytic Hemolytic, associated with Abnormality of Red Cell Membrane",MESH:C565953,CTD
"Anemia, Nonspherocytic Hemolytic, Due To G6pd Deficiency",MESH:C567533,CTD
"Anemia, Nonspherocytic Hemolytic, possibly due to Defect in Porphyrin Metabolism",MESH:C565952,CTD
"Anemia, Pernicious",MESH:D000752,CTD
"Anemia, Refractory",MESH:D000753,CTD
"Anemia, Refractory, with Excess of Blasts",MESH:D000754,CTD
"Anemia, Sickle Cell",MESH:D000755,CTD
"Anemia, Sideroblastic",MESH:D000756,CTD
"Anemia, Sideroblastic, Autosomal Dominant",MESH:C567160,CTD
"Anemia, Sideroblastic, Pyridoxine-Refractory, Autosomal Recessive",MESH:C567145,CTD
"Anemia, Sideroblastic, Pyridoxine-Responsive, Autosomal Recessive",MESH:C565954,CTD
"Anemia, sideroblastic spinocerebellar ataxia",MESH:C536358,CTD
"Anemia, X-Linked, without Thrombocytopenia",MESH:C564429,CTD
Anencephaly,MESH:D000757,CTD
Anencephaly and spina bifida X-linked,MESH:C536359,CTD
Anetoderma,MESH:D057088,CTD
Aneuploidy,MESH:D000782,CTD
Aneurysm,MESH:D000783,CTD
"Aneurysm, Dissecting",MESH:D000784,CTD
"Aneurysm, False",MESH:D017541,CTD
"Aneurysm, Infected",MESH:D000785,CTD
"Aneurysm, Intracranial Berry, 1",MESH:C566284,CTD
"Aneurysm, Intracranial Berry, 10",MESH:C567237,CTD
"Aneurysm, intracranial berry, 2",MESH:C536360,CTD
"Aneurysm, Intracranial Berry, 3",MESH:C563792,CTD
"Aneurysm, Intracranial Berry, 4",MESH:C565700,CTD
"Aneurysm, Intracranial Berry, 5",MESH:C563670,CTD
"Aneurysm, Intracranial Berry, 6",MESH:C567500,CTD
"Aneurysm, Intracranial Berry, 7",MESH:C567406,CTD
"Aneurysm, Intracranial Berry, 8",MESH:C567405,CTD
"Aneurysm, Intracranial Berry, 9",MESH:C567238,CTD
Aneurysm Of Interventricular Septum,MESH:C563239,CTD
"Aneurysm, Ruptured",MESH:D017542,CTD
Angelman Syndrome,MESH:D017204,CTD
Angel shaped phalangoepiphyseal dysplasia,MESH:C536361,CTD
Angina Pectoris,MESH:D000787,CTD
"Angina Pectoris, Variant",MESH:D000788,CTD
"Angina, Stable",MESH:D060050,CTD
"Angina, Unstable",MESH:D000789,CTD
Angiodysplasia,MESH:D016888,CTD
Angioedema,MESH:D000799,CTD
"Angioedemas, Hereditary",MESH:D054179,CTD
Angiofibroma,MESH:D018322,CTD
Angiofollicular ganglionic hyperplasia,MESH:C536362,CTD
Angioid Streaks,MESH:D000793,CTD
Angiokeratoma,MESH:D000794,CTD
Angiokeratoma Corporis Diffusum with Arteriovenous Fistulas,MESH:C563940,CTD
Angiolipoma,MESH:D018206,CTD
"Angiolipomatosis, Familial",MESH:C565951,CTD
Angiolymphoid Hyperplasia with Eosinophilia,MESH:D000796,CTD
Angioma hereditary neurocutaneous,MESH:C536364,CTD
"Angioma serpiginosum, autosomal dominant",MESH:C536365,CTD
"Angioma serpiginosum, X-linked",MESH:C536366,CTD
Angiomatosis,MESH:D000798,CTD
"Angiomatosis, Bacillary",MESH:D016917,CTD
"Angiomatosis, diffuse corticomeningeal, of Divry and Van Bogaert",MESH:C536367,CTD
Angiomyolipoma,MESH:D018207,CTD
Angiomyoma,MESH:D018229,CTD
"Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps",MESH:C567088,CTD
Angiosarcoma of the breast,MESH:C536368,CTD
Angiostrongyliasis,MESH:C536369,CTD
Anhedonia,MESH:D059445,CTD
Animal Diseases,MESH:D000820,CTD
Aniridia,MESH:D015783,CTD
Aniridia and Absent Patella,MESH:C566281,CTD
Aniridia cerebellar ataxia mental deficiency,MESH:C536370,CTD
"Aniridia, Microcornea, And Spontaneously Reabsorbed Cataract",MESH:C566280,CTD
"Aniridia, Partial, with Unilateral Renal Agenesis and Psychomotor Retardation",MESH:C000598722,CTD
"Aniridia, type 2",MESH:C536372,CTD
Anisakiasis,MESH:D017129,CTD
Aniseikonia,MESH:D000839,CTD
Anisocoria,MESH:D015875,CTD
Anisomastia,MESH:C565299,CTD
Anisometropia,MESH:D015858,CTD
Ankle Fractures,MESH:D064386,CTD
Ankle Injuries,MESH:D016512,CTD
Ankyloblepharon filiforme adnatum cleft palate,MESH:C536373,CTD
Ankyloglossia,MESH:C562396,CTD
Ankylosis,MESH:D000844,CTD
Annular Erythema,MESH:C562461,CTD
Annular pancreas,MESH:C536376,CTD
Anodontia,MESH:D000848,CTD
Anodontia of Permanent Dentition,MESH:C563203,CTD
Anomia,MESH:D000849,CTD
Anonychia congenita,MESH:C536377,CTD
Anonychia-Ectrodactyly,MESH:C566277,CTD
Anonychia onychodystrophy,MESH:C536378,CTD
Anonychia-onychodystrophy with brachydactyly type B and ectrodactyly,MESH:C536379,CTD
Anonychia-onychodystrophy with hypoplasia or absence of distal phalanges,MESH:C537766,CTD
"Anonychia, Total, with Microcephaly",MESH:C564606,CTD
Anonychia with Flexural Pigmentation,MESH:C566278,CTD
Anophthalmia plus syndrome,MESH:C537767,CTD
Anophthalmia with pulmonary hypoplasia,MESH:C537768,CTD
Anophthalmos,MESH:D000853,CTD
Anophthalmos with limb anomalies,MESH:C537769,CTD
Anorchia,MESH:C537770,CTD
Anorectal Anomalies,MESH:C567938,CTD
Anorectal atresia,MESH:C537771,CTD
Anorexia,MESH:D000855,CTD
Anorexia Nervosa,MESH:D000856,CTD
Anovulation,MESH:D000858,CTD
Anoxia,MESH:D000860,CTD
Ansell Bywaters Elderking syndrome,MESH:C537773,CTD
"Anterior Capsular Rupture, Ocular",MESH:D057971,CTD
Anterior Compartment Syndrome,MESH:D000868,CTD
Anterior polar cataract 2,MESH:C537774,CTD
Anterior segment mesenchymal dysgenesis,MESH:C537775,CTD
Anterior spinal artery stroke,MESH:C537776,CTD
Anterior Spinal Artery Syndrome,MESH:D020759,CTD
Anterior Wall Myocardial Infarction,MESH:D056988,CTD
Anthracosilicosis,MESH:D000874,CTD
Anthracosis,MESH:D055008,CTD
Anthrax,MESH:D000881,CTD
Antibody Deficiency due to Defect in CD19,MESH:C566275,CTD
Anticholinergic Syndrome,MESH:D064807,CTD
"Anticipation, Genetic",MESH:D020132,CTD
Anti-Glomerular Basement Membrane Disease,MESH:D019867,CTD
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,MESH:D056648,CTD
Anti-N-Methyl-D-Aspartate Receptor Encephalitis,MESH:D060426,CTD
Antiphospholipid Syndrome,MESH:D016736,CTD
"Anti-plasmin deficiency, congenital",MESH:C537777,CTD
Antisocial Personality Disorder,MESH:D000987,CTD
Antisynthetase syndrome,MESH:C537778,CTD
Antithrombin deficiency type 2,MESH:C537779,CTD
"Antithrombin, Familial Hemorrhagic Diathesis due to",MESH:C565947,CTD
Antithrombin III Deficiency,MESH:D020152,CTD
Antley-Bixler Syndrome Phenotype,MESH:D054882,CTD
ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS,OMIM:201750,CTD
ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS,OMIM:207410,CTD
Anuria,MESH:D001002,CTD
Anus Diseases,MESH:D001004,CTD
"Anus, Imperforate",MESH:D001006,CTD
Anus Neoplasms,MESH:D001005,CTD
Anxiety Disorders,MESH:D001008,CTD
"Anxiety, Separation",MESH:D001010,CTD
Aorta-pulmonary artery fistula,MESH:C537782,CTD
Aortic Aneurysm,MESH:D001014,CTD
"Aortic Aneurysm, Abdominal",MESH:D017544,CTD
"Aortic Aneurysm, Familial Abdominal 1",MESH:C565230,CTD
"Aortic Aneurysm, Familial Abdominal 2",MESH:C565229,CTD
"Aortic Aneurysm, Familial Abdominal 3",MESH:C567501,CTD
"Aortic Aneurysm, Familial Thoracic 1",MESH:C562834,CTD
"Aortic Aneurysm, Familial Thoracic 2",MESH:C564627,CTD
"Aortic aneurysm, familial thoracic 3",MESH:C537783,CTD
"Aortic aneurysm, familial thoracic 4",MESH:C537784,CTD
"Aortic Aneurysm, Familial Thoracic 6",MESH:C567085,CTD
"Aortic Aneurysm, Giant Congenital",MESH:C565758,CTD
"Aortic Aneurysm, Thoracic",MESH:D017545,CTD
Aortic arch anomaly with peculiar facies and mental retardation,MESH:C537785,CTD
"Aortic Arch Interruption, Facial Palsy, and Retinal Coloboma",MESH:C566271,CTD
Aortic Arch Syndromes,MESH:D001015,CTD
Aortic Coarctation,MESH:D001017,CTD
Aortic Diseases,MESH:D001018,CTD
Aortic Rupture,MESH:D001019,CTD
"Aortic Stenosis, Subvalvular",MESH:D001020,CTD
"Aortic Stenosis, Supravalvular",MESH:D021921,CTD
"Aortic Valve, Calcification of",MESH:C562942,CTD
Aortic Valve Disease,MESH:C563178,CTD
AORTIC VALVE DISEASE 1,OMIM:109730,CTD
Aortic Valve Insufficiency,MESH:D001022,CTD
Aortic Valve Prolapse,MESH:D001023,CTD
Aortic Valve Stenosis,MESH:D001024,CTD
Aortitis,MESH:D001025,CTD
Aortopulmonary Septal Defect,MESH:D001028,CTD
Ape Diseases,MESH:D018420,CTD
Aphakia,MESH:D001035,CTD
"Aphakia, congenital primary",MESH:C537786,CTD
"Aphakia, Postcataract",MESH:D001036,CTD
"Aphalangia, Partial, with Syndactyly and Duplication of Metatarsal IV",MESH:C563942,CTD
Aphalangia syndactyly microcephaly,MESH:C537787,CTD
Aphasia,MESH:D001037,CTD
"Aphasia, Broca",MESH:D001039,CTD
"Aphasia, Conduction",MESH:D018886,CTD
"Aphasia, Primary Progressive",MESH:D018888,CTD
"Aphasia, Wernicke",MESH:D001041,CTD
Aphonia,MESH:D001044,CTD
"Aplasia Cutis Congenita, Congenital Heart Defect, And Frontonasal Cysts",MESH:C566997,CTD
"Aplasia Cutis Congenita, High Myopia, and Cone-Rod Dysfunction",MESH:C563394,CTD
Aplasia cutis congenita intestinal lymphangiectasia,MESH:C537788,CTD
Aplasia cutis congenita of limbs recessive,MESH:C536840,CTD
Aplasia Cutis Congenita with Epibulbar Dermoids,MESH:C563969,CTD
"Aplasia of Extensor Muscles of Fingers, Unilateral, with Generalized Polyneuropathy",MESH:C565945,CTD
Aplasia of Lacrimal and Salivary Glands,MESH:C562407,CTD
"Aplastic anemia, idiopathic",MESH:C538494,CTD
Apnea,MESH:D001049,CTD
Apolipoprotein C-III Deficiency,MESH:C566270,CTD
"Apolipoprotein E, Deficiency or Defect of",MESH:C566260,CTD
Apparent mineralocorticoid excess,MESH:C537422,CTD
Appendiceal Neoplasms,MESH:D001063,CTD
Appendicitis,MESH:D001064,CTD
"Apraxia, Ideomotor",MESH:D020240,CTD
"Apraxia, oculomotor, Cogan type",MESH:C537423,CTD
Apraxias,MESH:D001072,CTD
Aprosencephaly and Cerebellar Dysgenesis,MESH:C563331,CTD
Apudoma,MESH:D001079,CTD
Arachnodactyly,MESH:D054119,CTD
Arachnodactyly ataxia cataract aminoaciduria mental retardation,MESH:C537424,CTD
Arachnoid Cysts,MESH:D016080,CTD
Arachnoiditis,MESH:D001100,CTD
Arakawa syndrome 2,MESH:C537426,CTD
Arbovirus Infections,MESH:D001102,CTD
Arcus Senilis,MESH:D001112,CTD
AREDYLD Syndrome,MESH:C537427,CTD
Arena syndrome,MESH:C537428,CTD
Arenaviridae Infections,MESH:D001117,CTD
Arene Oxide Detoxification Defect,MESH:C565043,CTD
Arginine:Glycine Amidinotransferase Deficiency,MESH:C567192,CTD
Argininosuccinic Aciduria,MESH:D056807,CTD
Argyria,MESH:D001129,CTD
"Arhinia, choanal atresia, and microphthalmia",MESH:C537429,CTD
Arima syndrome,MESH:C537430,CTD
Armfield X-Linked Mental Retardation Syndrome,MESH:C564551,CTD
Arm Injuries,MESH:D001134,CTD
"Arms, Malformation of",MESH:C566258,CTD
Arnold-Chiari Malformation,MESH:D001139,CTD
Arnold Stickler Bourne syndrome,MESH:C537431,CTD
Aromatase deficiency,MESH:C537436,CTD
Aromatic amino acid decarboxylase deficiency,MESH:C537437,CTD
Arrest of spermatogenesis,MESH:C536875,CTD
Arrhenoblastoma--Thyroid Adenoma,MESH:C566256,CTD
Arrhinia,MESH:C537438,CTD
"Arrhythmias, Cardiac",MESH:D001145,CTD
"Arrhythmia, Sinus",MESH:D001146,CTD
Arrhythmogenic Right Ventricular Dysplasia,MESH:D019571,CTD
"Arrhythmogenic Right Ventricular Dysplasia, Familial, 1",MESH:C566254,CTD
"Arrhythmogenic Right Ventricular Dysplasia, Familial, 10",MESH:C565707,CTD
"Arrhythmogenic Right Ventricular Dysplasia, Familial, 11",MESH:C566471,CTD
"Arrhythmogenic Right Ventricular Dysplasia, Familial, 12",MESH:C566925,CTD
"Arrhythmogenic Right Ventricular Dysplasia, Familial, 2",MESH:C563409,CTD
"Arrhythmogenic Right Ventricular Dysplasia, Familial, 3",MESH:C566584,CTD
"Arrhythmogenic Right Ventricular Dysplasia, Familial, 4",MESH:C566583,CTD
"Arrhythmogenic Right Ventricular Dysplasia, Familial, 5",MESH:C565776,CTD
"Arrhythmogenic Right Ventricular Dysplasia, Familial, 6",MESH:C565775,CTD
"Arrhythmogenic Right Ventricular Dysplasia, Familial, 7",MESH:C563784,CTD
"Arrhythmogenic Right Ventricular Dysplasia, Familial, 8",MESH:C564400,CTD
"Arrhythmogenic Right Ventricular Dysplasia, Familial, 9",MESH:C563808,CTD
Arroyo Garcia Cimadevilla syndrome,MESH:C537439,CTD
Arsenic Poisoning,MESH:D020261,CTD
Arterial calcification of infancy,MESH:C537440,CTD
Arterial Dissection with Lentiginosis,MESH:C563937,CTD
"Arterial Occlusive Disease, Progressive, with Hypertension, Heart Defects, Bone Fragility, and Brachysyndactyly",MESH:C566529,CTD
Arterial Occlusive Diseases,MESH:D001157,CTD
Arterial Tortuosity Syndrome,MESH:C565942,CTD
Arterio-Arterial Fistula,MESH:D001159,CTD
Arteriolosclerosis,MESH:D050379,CTD
Arteriosclerosis,MESH:D001161,CTD
Arteriosclerosis Obliterans,MESH:D001162,CTD
"Arteriosclerosis, Severe Juvenile",MESH:C565941,CTD
Arteriovenous Fistula,MESH:D001164,CTD
Arteriovenous Malformations,MESH:D001165,CTD
Arteritis,MESH:D001167,CTD
"Arteritis, Familial Granulomatous, with Juvenile Polyarthritis",MESH:C566253,CTD
Arterivirus Infections,MESH:D018174,CTD
Arthralgia,MESH:D018771,CTD
Arthritis,MESH:D001168,CTD
"Arthritis, Experimental",MESH:D001169,CTD
"Arthritis, Gouty",MESH:D015210,CTD
"Arthritis, Infectious",MESH:D001170,CTD
"Arthritis, Juvenile",MESH:D001171,CTD
"Arthritis, Psoriatic",MESH:D015535,CTD
"Arthritis, Reactive",MESH:D016918,CTD
"Arthritis, Rheumatoid",MESH:D001172,CTD
"Arthritis, Sacroiliac",MESH:C563037,CTD
Arthrogryposis,MESH:D001176,CTD
Arthrogryposis and ectodermal dysplasia,MESH:C537441,CTD
"ARTHROGRYPOSIS, CONGENITAL, LOWER LIMB, X-LINKED",OMIM:300158,CTD
"Arthrogryposis, Distal, Type 10",MESH:C566069,CTD
"ARTHROGRYPOSIS, DISTAL, TYPE 1A",OMIM:108120,CTD
"Arthrogryposis, distal, type 2E",MESH:C535384,CTD
"Arthrogryposis, Distal, Type 4",MESH:C563791,CTD
"Arthrogryposis, distal, with hypopituitarism, mental retardation, and facial anomalies",MESH:C535385,CTD
"Arthrogryposis, Distal, with Mental Retardation and Characteristic Facies",MESH:C565940,CTD
Arthrogryposis epileptic seizures migrational brain disorder,MESH:C537442,CTD
Arthrogryposis-like hand anomaly and sensorineural deafness,MESH:C535386,CTD
"Arthrogryposis multiplex congenita, distal type 1",MESH:C535378,CTD
"Arthrogryposis multiplex congenita, distal type 2",MESH:C535379,CTD
"Arthrogryposis multiplex congenita, distal, X-linked",MESH:C535380,CTD
Arthrogryposis multiplex congenita neurogenic type,MESH:C536614,CTD
Arthrogryposis multiplex congenita whistling face,MESH:C538401,CTD
"Arthrogryposis multiplex with deafness, inguinal hernias, and early death",MESH:C535381,CTD
Arthrogryposis renal dysfunction cholestasis syndrome,MESH:C535382,CTD
